"name","address","city","state","zip","country","hours","google_url","phone","website","place_id"
"Western Henn County Pioneer","1953 Wayzata Blvd","Long Lake","MN",55356,"US","","https://maps.google.com/?cid=18360449062402442192","952-473-6557","http://www.whcpa-museum.org/","ChIJq_7loptNs1IR0MMm-SRrzf4"
"Inter Library Loan","309 19th Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=9105632212020435150","612-624-1806","","ChIJS_44o0Ets1IRzhjVzEC0XX4"
"Biomedical Library","505 Essex St SE","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=17151055003260772307","612-626-4045","","ChIJafRmPj0ts1IR01-LwKfJBO4"
"St Paul District Tech Library","190 5th St E","St Paul","MN",55101,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=1222953218859524610","651-290-5680","","ChIJkWWY5U_V94cRAuIKG3nN-BA"
"Rice Street Library","1011 Rice St","St Paul","MN",55117,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 11:30 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=4127873246084753551","651-558-2223","http://www.sppl.org/about/locations/rice-street","ChIJhYEYeaQqs1IRj2i4ztgmSTk"
"Department of Transportation Library","395 John Ireland Blvd","St Paul","MN",55155,"US","<ul><li>Monday: 8:00 AM – 4:30 PM</li><li>Tuesday: 8:00 AM – 4:30 PM</li><li>Wednesday: 8:00 AM – 4:30 PM</li><li>Thursday: 8:00 AM – 4:30 PM</li><li>Friday: 8:00 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=2651856990389981307","651-366-3791","http://www.dot.state.mn.us/library/","ChIJc_fb0q4q9ocRe9BU8-FJzSQ"
"Wangensteen Historical Library","505 Essex St SE","Minneapolis","MN",55455,"US","<ul><li>Monday: 8:00 AM – 4:30 PM</li><li>Tuesday: 8:00 AM – 4:30 PM</li><li>Wednesday: 8:00 AM – 4:30 PM</li><li>Thursday: 8:00 AM – 4:30 PM</li><li>Friday: 8:00 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14948024388241630925","612-626-6881","https://hsl.lib.umn.edu/wangensteen","ChIJafRmPj0ts1IRzaYEq_sMcs8"
"James Ford Bell Library","309 19th Ave S","Minneapolis","MN",55455,"US","<ul><li>Monday: 8:30 AM – 4:30 PM</li><li>Tuesday: 8:30 AM – 4:30 PM</li><li>Wednesday: 8:30 AM – 4:30 PM</li><li>Thursday: 8:30 AM – 4:30 PM</li><li>Friday: 8:30 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=3032812188960059863","612-624-1528","http://www.lib.umn.edu/bell","ChIJS_44o0Ets1IR13FwCZ62Fio"
"League of Minnesota Cities","145 University Ave W","St Paul","MN",55103,"US","","https://maps.google.com/?cid=8204281971378906842","651-281-1200","http://www.lmc.org/","ChIJxYhpW6gq9ocR2mYuHfx223E"
"Tartus Library","4601 45th Ave S","Minneapolis","MN",55406,"US","","https://maps.google.com/?cid=15436002033689476102","","","ChIJY40OZagp9ocRBrxE8hCyN9Y"
"Penn Lake Library","8800 Penn Ave S","Minneapolis","MN",55431,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=11601324464299472269","612-543-5800","http://www.hclib.org/pennlake","ChIJMbUF6Vkk9ocRjXWeQiIvAKE"
"Ramsey County Library - New Brighton","400 10th St NW","New Brighton","MN",55112,"US","<ul><li>Monday: 10:00 AM – 5:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 5:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12558095531549992938","651-724-6002","http://www.rclreads.org/","ChIJ6UpL90gps1IR6id1rVlRR64"
"Dresser Library","117 Central Ave S","Dresser","WI",54009,"US","","https://maps.google.com/?cid=17458265624023903124","715-755-2944","http://dresserpubliclibrary.org/","ChIJS2gObj2aslIRlKtbUhY4SPI"
"Medical Center Library","1 Veterans Dr","Minneapolis","MN",55417,"US","","https://maps.google.com/?cid=11480276043329657656","612-725-2000","https://www.nlm.nih.gov/","ChIJgSU5jhYp9ocROFsXfjwiUp8"
"Magrath Library","1984 Buford Ave","St Paul","MN",55108,"US","","https://maps.google.com/?cid=18134505956937284496","612-625-5000","https://www.lib.umn.edu/magrath","ChIJLywy0oIss1IRkLtzTBa1qvs"
"Highland Park Library","1974 Ford Pkwy","St Paul","MN",55116,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=10481093277195743323","651-695-3700","http://www.sppl.org/about/locations/highland-park","ChIJnW6rtHgp9ocRW7D87M1SdJE"
"Infofind Research & Information Services","501 SE Main St","Minneapolis","MN",55414,"US","","https://maps.google.com/?cid=12391048329472157852","612-432-3081","http://infofindresearch.com/","ChIJSw5sMHAts1IRnKjiGM7Y9as"
"Augsburg Park Library","7100 Nicollet Ave S","Richfield","MN",55423,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=5124612134458891388","612-543-6200","http://www.hclib.org/augsburgpark","ChIJ8VYA_N0l9ocRfBwUvpVHHkc"
"Bernsten Library","3003 Snelling Avenue North","St Paul","MN",55113,"US","","https://maps.google.com/?cid=4710121243726867543","651-286-7708","http://www.unwsp.edu/web/library/","ChIJdZZnV1wps1IRV2xc3VC2XUE"
"Ramsey County Library in North St. Paul","2290 North 1st Street","North St Paul","MN",55109,"US","<ul><li>Monday: 10:00 AM – 5:00 PM</li><li>Tuesday: 3:00 – 8:00 PM</li><li>Wednesday: 10:00 AM – 5:00 PM</li><li>Thursday: 3:00 – 8:00 PM</li><li>Friday: Closed</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=2788184440803789966","651-747-2700","http://www.rclreads.org/","ChIJyxbvkLvTslIRjoxh-vmesSY"
"Learning Resource Center","117 Pleasant St SE","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=7241292067391962160","612-624-1584","","ChIJSwWpShQts1IRMHzA78Q8fmQ"
"Lindell Library","630 22nd Ave S","Minneapolis","MN",55454,"US","<ul><li>Monday: 7:45 AM – 12:00 AM</li><li>Tuesday: 7:45 AM – 12:00 AM</li><li>Wednesday: 7:45 AM – 12:00 AM</li><li>Thursday: 7:45 AM – 12:00 AM</li><li>Friday: 7:45 AM – 7:00 PM</li><li>Saturday: 10:00 AM – 6:00 PM</li><li>Sunday: 2:00 PM – 12:00 AM</li></ul>","https://maps.google.com/?cid=5732312303859092769","612-330-1604","http://library.augsburg.edu/","ChIJDR5bGEcts1IRIU0fVatDjU8"
"Administrative Financial Support (AFS)","222 21st Ave S","Minneapolis","MN",55455,"US","","https://maps.google.com/?cid=17589681984058771092","612-624-2860","http://www.minitex.umn.edu/About/Units/Afs.aspx","ChIJo4P-fGots1IRlEbpA5IaG_Q"
"Columbia Heights Library","65 Central Ave NE","Columbia Heights","MN",55421,"US","","https://maps.google.com/?cid=14198869788729736862","","http://www.ci.columbia-heights.mn.us/index.aspx?nid=624","ChIJR8IrOW0us1IRnv5CEdiEDMU"
"Great River Regional Library","11500 Sherburne Ave","Becker","MN",55308,"US","<ul><li>Monday: 2:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 2:00 – 6:00 PM</li><li>Thursday: 2:00 – 8:00 PM</li><li>Friday: 2:00 – 5:00 PM</li><li>Saturday: 10:00 AM – 1:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=4821576114404143236","763-261-4454","http://www.griver.org/","ChIJU0-GaGqDtFIRhDCRJO6t6UI"
"Maplewood Public Library","3025 Southlawn Dr","Maplewood","MN",55109,"US","<ul><li>Monday: 10:00 AM – 9:00 PM</li><li>Tuesday: 10:00 AM – 9:00 PM</li><li>Wednesday: 10:00 AM – 9:00 PM</li><li>Thursday: 10:00 AM – 9:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=16215231956628492982","651-704-2033","http://www.rclreads.org/","ChIJyWcXZwDUslIRtlJndY0TCOE"
"Knowteria","40 S 7th St","Minneapolis","MN",55402,"US","","https://maps.google.com/?cid=13716400476109412854","612-719-1196","http://www.knowteria.com/","ChIJmda725Ays1IR9hmAd49xWr4"
"Johnsville Library","12461 Oak Park Blvd NE","Blaine","MN",55434,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 12:00 – 6:00 PM</li><li>Saturday: 10:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=13736299200776599130","763-767-3853","http://www.anokacountylibrary.org/","ChIJAXANkZ8js1IRWnbFVlgjob4"
"US Appeals Court Library","300 S 4th St","Minneapolis","MN",55415,"US","","https://maps.google.com/?cid=1405095346026047780","612-664-5830","http://www.lb8.uscourts.gov/aboutus/minneapolis.htm","ChIJu5JeQZwys1IRJOlvz8XmfxM"
"Waconia Library","217 S Vine St","Waconia","MN",55387,"US","","https://maps.google.com/?cid=743369593454808091","952-442-4714","http://www.carverlib.org/","ChIJKVpYZTP89YcRG0yz6rT6UAo"
"​Scott County Library Administration","1615 Weston Ct","Shakopee","MN",55379,"US","<ul><li>Monday: 8:00 AM – 4:30 PM</li><li>Tuesday: 8:00 AM – 4:30 PM</li><li>Wednesday: 8:00 AM – 4:30 PM</li><li>Thursday: 8:00 AM – 4:30 PM</li><li>Friday: 8:00 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=8806434469471104496","952-496-8010","http://www.scottlib.org/","ChIJG-Qqp8kQ9ocR8K2U0n29Nno"
"Maple Plain Library","5184 Main St E","Maple Plain","MN",55359,"US","<ul><li>Monday: Closed</li><li>Tuesday: 12:00 – 8:00 PM</li><li>Wednesday: Closed</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: Closed</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=8343561112641781746","612-543-5700","http://www.hclib.org/mapleplain","ChIJzZPcCeZTs1IR8r_GOKBIynM"
"Economics Research Library","","Minneapolis","MN",55454,"US","","https://maps.google.com/?cid=11360409126160609433","","http://www.econ.umn.edu/library/","ChIJoRf2ZEEts1IRmbDoA-lHqJ0"
"Woodbury Branch Library","8595 Central Park Pl","St Paul","MN",55125,"US","","https://maps.google.com/?cid=8408423312217971139","651-731-1320","","ChIJCUo9ztDZ94cRw5nd5XO4sHQ"
"Wayzata Library","620 Rice St E","Wayzata","MN",55391,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=579242621516386074","612-543-6150","http://www.hclib.org/wayzata","ChIJX1CfUJpMs1IRGg9AZhjiCQg"
"Pleasant Hill Library","1490 S Frontage Rd","Hastings","MN",55033,"US","<ul><li>Monday: 10:00 AM – 8:30 PM</li><li>Tuesday: 10:00 AM – 8:30 PM</li><li>Wednesday: 10:00 AM – 8:30 PM</li><li>Thursday: 10:00 AM – 8:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=7771228189293251356","651-438-0200","https://www.co.dakota.mn.us/libraries/HoursLocations/PleasantHill","ChIJpb9FpZ3G94cRHItTS93y2Gs"
"South St. Paul Public Library","106 3rd Ave N","South St Paul","MN",55075,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 6:00 PM</li><li>Wednesday: 9:00 AM – 6:00 PM</li><li>Thursday: 9:00 AM – 8:00 PM</li><li>Friday: 9:00 AM – 6:00 PM</li><li>Saturday: 10:00 AM – 4:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=2097696933420542377","651-554-3240","http://www.southstpaul.org/library","ChIJwdWdxwzU94cRqSn1Mj-EHB0"
"InfoNOW @ the Univeresity of Minnesota Libraries","505 Essex St SE","Minneapolis","MN",55455,"US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=3319745948783619382","612-626-3940","http://www.lib.umn.edu/infonow","ChIJO7OLOz0ts1IRNi3KBVobEi4"
"Library","","Minneapolis","MN",NA,"US","","https://maps.google.com/?cid=12727743685683538803","","","ChIJmT1DprYys1IRc2tjmXIHorA"
"Ostfriesland Genealogical","1185 Concord St N","South St Paul","MN",55075,"US","","https://maps.google.com/?cid=6117651691819788011","651-451-6472","http://www.ogsa.us/","ChIJscyUllvU94cR62Z8Ds1D5lQ"
"Veterinary Medical Library","1971 Commonwealth Ave","St Paul","MN",55108,"US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=15115396759255163805","612-624-4281","https://hsl.lib.umn.edu/vetmed","ChIJv24oTJwss1IRnaN-ikStxNE"
"Hamline Midway Library","","St Paul","MN",55104,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 11:30 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=921227838835508039","651-642-0293","http://www.sppl.org/about/locations/hamline-midway","ChIJvfMQWE4rs1IRR8P9qtbbyAw"
"Rogers Library","21300 John Milless Dr","Rogers","MN",55374,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 9:00 AM – 5:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 12:00 – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12742480648576533473","612-543-6050","http://www.hclib.org/rogers","ChIJ2WBMIMFDs1IR4YOxJ6Ni1rA"
"Minnetonka Library","17524 Excelsior Blvd","Minnetonka","MN",55345,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 12:00 – 8:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=3088964509187137630","612-543-5725","http://www.hclib.org/minnetonka","ChIJ3x8T1yoc9ocRXmDj5do03io"
"Hopkins Library","22 11th Ave N","Hopkins","MN",55343,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 8:00 PM</li><li>Thursday: 9:00 AM – 5:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=2229347854248410103","612-543-6400","http://www.hclib.org/hopkins","ChIJpZ3rBiQg9ocR93tB1Q888B4"
"Max Shapiro Memorial Library","5224 W 26th St","St Louis Park","MN",55416,"US","","https://maps.google.com/?cid=12188221018167966399","952-920-3512","http://www.bethelsynagogue.org/","ChIJ2QJer640s1IRv_rZp3BCJak"
"Inver Glen Library","8098 Blaine Ave E","Inver Grove Heights","MN",55076,"US","<ul><li>Monday: 12:00 – 8:30 PM</li><li>Tuesday: 12:00 – 8:30 PM</li><li>Wednesday: 12:00 – 8:30 PM</li><li>Thursday: 10:00 AM – 5:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=9561927095676505169","651-554-6840","https://www.co.dakota.mn.us/libraries/HoursLocations/InverGlen","ChIJhXvAGlzS94cRUQz7QQjKsoQ"
"Us Library","316 Robert St N","St Paul","MN",55101,"US","","https://maps.google.com/?cid=6207405854920947792","651-848-1320","","ChIJdVXXCE_V94cRUDg-n7wiJVY"
"Jordan Library","275 Creek Ln S","Jordan","MN",55352,"US","<ul><li>Monday: 1:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 5:00 PM</li><li>Wednesday: 1:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 5:00 PM</li><li>Friday: Closed</li><li>Saturday: 10:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17812295518547750490","952-496-8050","http://www.scottlib.org/","ChIJh5XKMekM9ocRWi5SiWb8Mfc"
"Hawkeye","2909 Hennepin Ave","Minneapolis","MN",55408,"US","","https://maps.google.com/?cid=15939945175971138677","612-822-2960","http://www.hawkeyeww.com/","ChIJ1Zpk0IEn9ocRdQz2IK8PNt0"
"Lexington Library","461 Dale St N","St Paul","MN",55103,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=10791635248868934732","651-642-0359","http://www.sppl.org/","ChIJZXvNH50q9ocRTMRqEhWXw5U"
"Roseville Information Center","2470 Highcrest Rd","Roseville","MN",55113,"US","","https://maps.google.com/?cid=11526556997411826241","651-635-7211","","ChIJ_4bFaD4ss1IRQWoG0oSO9p8"
"Art Reference Library","2400 3rd Ave S","Minneapolis","MN",55404,"US","","https://maps.google.com/?cid=1943905863409517917","612-870-3116","","ChIJT0k6WbEys1IRXcVSYRUk-ho"
"Minnesota Historical Society","345 W Kellogg Blvd","St Paul","MN",55102,"US","<ul><li>Monday: Closed</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 4:00 PM</li><li>Thursday: 9:00 AM – 4:00 PM</li><li>Friday: 9:00 AM – 4:00 PM</li><li>Saturday: 9:00 AM – 4:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12889467208932015653","651-259-3000","http://www.mnhs.org/","ChIJN-BrLq4q9ocRJT5wnCKW4LI"
"Thomson Reuters","610 Opperman Dr","St Paul","MN",55123,"US","<ul><li>Monday: Open 24 hours</li><li>Tuesday: Open 24 hours</li><li>Wednesday: Open 24 hours</li><li>Thursday: Open 24 hours</li><li>Friday: Open 24 hours</li><li>Saturday: Open 24 hours</li><li>Sunday: Open 24 hours</li></ul>","https://maps.google.com/?cid=17602107885577031037","651-687-7000","http://www.thomsonreuters.com/","ChIJd4u5x0At9ocRfc3rqdw_R_Q"
"Rosemount's Box of Awesome","4091 156th St W","Rosemount","MN",55068,"US","<ul><li>Monday: Open 24 hours</li><li>Tuesday: Open 24 hours</li><li>Wednesday: Open 24 hours</li><li>Thursday: Open 24 hours</li><li>Friday: Open 24 hours</li><li>Saturday: Open 24 hours</li><li>Sunday: Open 24 hours</li></ul>","https://maps.google.com/?cid=3323268642467130301","","https://m.facebook.com/RosemountBoxofAwesome/","ChIJqzCYHXA09ocRvatyDzmfHi4"
"Watertown Library","309 Lewis Ave S","Watertown","MN",55388,"US","","https://maps.google.com/?cid=7103989667692597114","952-955-2939","https://www.carverlib.org/SitePages/watertown.aspx","ChIJ57DAJO2stFIRes_c1vZwlmI"
"Burnhaven Library","1101 County Rd 42 W","Burnsville","MN",55306,"US","<ul><li>Monday: 10:00 AM – 8:30 PM</li><li>Tuesday: 10:00 AM – 8:30 PM</li><li>Wednesday: 10:00 AM – 8:30 PM</li><li>Thursday: 10:00 AM – 8:30 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 10:00 AM – 5:30 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=14875300809426876192","952-891-0300","https://www.co.dakota.mn.us/libraries/HoursLocations/Burnhaven","ChIJJXj-lTU69ocRIDf4AEavb84"
"Franklin Library","1314 E Franklin Ave","Minneapolis","MN",55404,"US","<ul><li>Monday: 9:00 AM – 5:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 8:00 PM</li><li>Thursday: 9:00 AM – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=4039514924517312152","612-543-6925","http://www.hclib.org/franklin","ChIJh3OjYVcts1IRmEa-7Gs9Dzg"
"Andersen Horticultural Library","3675 Arboretum Dr","Chaska","MN",55318,"US","<ul><li>Monday: 10:00 AM – 6:00 PM</li><li>Tuesday: 10:00 AM – 6:00 PM</li><li>Wednesday: 10:00 AM – 6:00 PM</li><li>Thursday: 10:00 AM – 6:00 PM</li><li>Friday: 10:00 AM – 6:00 PM</li><li>Saturday: 10:00 AM – 6:00 PM</li><li>Sunday: 10:00 AM – 6:00 PM</li></ul>","https://maps.google.com/?cid=5619053874983349930","952-443-1400","http://www.arboretum.umn.edu/","ChIJsfSOI4QE9ocRqi4qcLrj-k0"
"Merriam Park Library","1831 Marshall Ave","St Paul","MN",55104,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 11:30 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=16725221688255363024","651-642-0385","http://www.sppl.org/about/locations/merriam-park","ChIJV6rOhgIq9ocR0Lce7oLsG-g"
"Dorsey & Whitney Law Library","50 South 6th St","Minneapolis","MN",55402,"US","","https://maps.google.com/?cid=4891158429002956919","612-340-2613","","ChIJ-zwihZAys1IRdwDhPK3i4EM"
"Chalmer Davee Library","330 E Cascade Ave","River Falls","WI",54022,"US","","https://maps.google.com/?cid=18177383047269518124","715-425-3321","http://www.uwrf.edu/library/","ChIJz7LqfSnl94cRLAu11pIJQ_w"
"Great River Regional Library","13020 Orono Pkwy","Elk River","MN",55330,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 12:00 – 8:00 PM</li><li>Wednesday: 10:00 AM – 8:00 PM</li><li>Thursday: 12:00 – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=12703213053327500769","763-441-1641","http://www.griver.org/","ChIJ2ZAXg8Nos1IR4eWwrffgSrA"
"Great River Regional Library","200 W 6th St","Monticello","MN",55362,"US","<ul><li>Monday: 10:00 AM – 8:00 PM</li><li>Tuesday: 1:00 – 8:00 PM</li><li>Wednesday: 10:00 AM – 6:00 PM</li><li>Thursday: 1:00 – 8:00 PM</li><li>Friday: 10:00 AM – 5:00 PM</li><li>Saturday: 10:00 AM – 2:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=15557112982199240643","763-295-2322","http://www.griver.org/","ChIJmfAc1RqetFIRw4eaCtX35dc"
"Springboard for the Arts","308 E Prince St","St Paul","MN",55101,"US","<ul><li>Monday: 9:30 AM – 5:00 PM</li><li>Tuesday: 9:30 AM – 5:00 PM</li><li>Wednesday: 9:30 AM – 5:00 PM</li><li>Thursday: 9:30 AM – 5:00 PM</li><li>Friday: 9:30 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14151996173542001976","651-292-4381","http://springboardforthearts.org/","ChIJG_6QTFvV94cROI2oEor9ZcQ"
"East Lake Library","2727 E Lake St","Minneapolis","MN",55406,"US","<ul><li>Monday: 9:00 AM – 8:00 PM</li><li>Tuesday: 9:00 AM – 8:00 PM</li><li>Wednesday: 9:00 AM – 5:00 PM</li><li>Thursday: 9:00 AM – 8:00 PM</li><li>Friday: 9:00 AM – 5:00 PM</li><li>Saturday: 9:00 AM – 5:00 PM</li><li>Sunday: 12:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=17594089538705140438","612-543-8425","http://www.hclib.org/about/locations","ChIJ05X2ZyQo9ocR1qrvzDfDKvQ"
"Merriam Park Library","1831 Marshall Ave","St Paul","MN",55104,"US","<ul><li>Monday: 12:00 – 8:00 PM</li><li>Tuesday: 10:00 AM – 8:00 PM</li><li>Wednesday: 12:00 – 8:00 PM</li><li>Thursday: 10:00 AM – 8:00 PM</li><li>Friday: 10:00 AM – 5:30 PM</li><li>Saturday: 11:30 AM – 5:00 PM</li><li>Sunday: 1:00 – 5:00 PM</li></ul>","https://maps.google.com/?cid=9723357426744111418","651-642-0385","http://www.sppl.org/about/locations/merriam-park","ChIJnW6rtHgp9ocROjE9JRBO8IY"
